group,counter,n_runs,majority_label,majority_label_count,label_consistency,ratio_mean,ratio_std,ratio_cv,corr_mean,corr_std,total_all_mean,total_all_std,total_w128_mean,total_w128_std,total_w256_mean,total_w256_std,total_w512_mean,total_w512_std,total_w1024_mean,total_w1024_std,total_w2048_mean,total_w2048_std,stable_strong_scaling,near_16x_scaling
TP,TP_FILTER_POINT_FP32,1,strong_width_scaling,1,1.0,16.0,0.0,,1.0,0.0,2031616.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,524288.0,0.0,1048576.0,0.0,True,True
SP,SP_LOW_EFFICIENCY_STARVED_BY_TP,2,strong_width_scaling,2,1.0,15.049313038227014,0.6843955923117949,0.045476865992045624,0.9570466166752994,0.0031305960646426704,1638461.0,48984.115159916895,73657.0,154.14927829866735,87722.0,868.3271272970803,109586.5,3117.633798251488,258955.5,1651.0943340705885,1108540.0,52730.36688664322,True,True
SP,SP_FULL_ALU_MUL_INSTRUCTIONS,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,1015808.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,524288.0,0.0,True,True
SP,SP_FS_STAGE_TEX_INSTRUCTIONS,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,507904.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,True,True
SP,SP_GM_STORE_INSTRUCTIONS,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,507904.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,True,True
SP,SP_TEXTURE_FETCH_LATENCY_SAMPLES,1,strong_width_scaling,1,1.0,16.0,0.0,,1.0,0.0,507904.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,True,True
UCHE,UCHE_WRITE_REQUESTS_SP,1,strong_width_scaling,1,1.0,16.0,0.0,,1.0,0.0,507904.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,262144.0,0.0,True,True
UCHE,UCHE_READ_REQUESTS_TP,1,strong_width_scaling,1,1.0,16.51764112903226,0.0,,0.9999824851913159,0.0,504868.0,0.0,15872.0,0.0,32320.0,0.0,63772.0,0.0,130736.0,0.0,262168.0,0.0,True,True
UCHE,UCHE_READ_REQUESTS_TP_GBIF,1,strong_width_scaling,1,1.0,16.51764112903226,0.0,,0.9999824851913159,0.0,504868.0,0.0,15872.0,0.0,32320.0,0.0,63772.0,0.0,130736.0,0.0,262168.0,0.0,True,True
SP,SP_CCHE_NONUAV_TOTAL_DUALQUAD,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,253952.0,0.0,8192.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,True,True
SP,SP_CCHE_UAV_TOTAL_DUALQUAD,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,253952.0,0.0,8192.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,True,True
SP,SP_CCHE_UAV_TOTAL_REQ,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,253952.0,0.0,8192.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,True,True
SP,SP_UCHE_WRITE_TRANS,2,strong_width_scaling,2,1.0,16.0,0.0,0.0,1.0,0.0,253952.0,0.0,8192.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,True,True
TP,TP_TPA2TPC_TRANS,1,strong_width_scaling,1,1.0,16.0,0.0,,1.0,0.0,253952.0,0.0,8192.0,0.0,16384.0,0.0,32768.0,0.0,65536.0,0.0,131072.0,0.0,True,True
SP,SP_PGPR_ALLOC_CONTEXTS,2,moderate_width_scaling,2,1.0,2.7147476715095626,0.09711389956781248,0.03577271677474589,0.992545255412173,0.0023799086127979856,271114264.5,3760033.9449984357,35803551.0,37786.37217304673,37094084.5,26566.708875959775,43982452.0,86320.76742012898,57034735.5,29757.17467267348,97199441.5,3579602.921856627,True,False
SP,SP_FS_STAGE_WAVE_CYCLES,2,moderate_width_scaling,2,1.0,2.7791982773178114,0.03284012378079441,0.011816401891443394,0.9931654789376254,0.00045725384372043897,138664302.0,663095.0409119345,18017476.0,5952.424884028357,18782855.5,307.59144981614816,22555833.0,55167.05685461206,29233901.5,103762.97039165754,50074236.0,608239.1110410445,True,False
SP,SP_WAVE_CONTEXTS,2,moderate_width_scaling,2,1.0,2.7791982773178114,0.03284012378079441,0.011816401891443394,0.9931654789376254,0.00045725384372043897,138664302.0,663095.0409119345,18017476.0,5952.424884028357,18782855.5,307.59144981614816,22555833.0,55167.05685461206,29233901.5,103762.97039165754,50074236.0,608239.1110410445,True,False
SP,SP_WAVE_HWAVE_WAIT_CYCLES,2,moderate_width_scaling,2,1.0,2.6478820171610202,0.026164480747283444,0.009881286468849627,0.9930812027218083,0.00023238863976126907,99528910.0,413494.8324344574,13364404.5,4751.050462792413,13466305.5,20404.9803847002,16226138.5,30967.74148206485,21084633.0,97863.57851621817,35387428.5,362252.9253222119,True,False
SP,SP_CS_INSTRUCTIONS,2,moderate_width_scaling,2,1.0,2.3006856023506366,0.0,0.0,0.9993683493350858,0.0,46176256.0,0.0,6273024.0,0.0,7092224.0,0.0,8140800.0,0.0,10237952.0,0.0,14432256.0,0.0,True,False
SP,SP_FS_STAGE_FULL_ALU_INSTRUCTIONS,2,moderate_width_scaling,2,1.0,3.0,0.0,0.0,0.9988259275638045,0.0,24698880.0,0.0,2842624.0,0.0,3481600.0,0.0,4202496.0,0.0,5644288.0,0.0,8527872.0,0.0,True,False
SP,SP_EWAVE_CONTEXTS,2,moderate_width_scaling,2,1.0,2.9537683357513203,0.011063500999338904,0.0037455547428789106,0.9958634058834384,4.788483788632127e-05,18155103.0,28384.680410390392,2242718.5,613.0615792887367,2439382.5,301.9345955666558,2955266.0,654.780879378743,3893268.5,6349.11178827401,6624467.5,23001.476485217205,True,False
SP,SP_EXECUTABLE_WAVES,2,moderate_width_scaling,2,1.0,2.9537683357513203,0.011063500999338904,0.0037455547428789106,0.9958634058834384,4.788483788632127e-05,18155103.0,28384.680410390392,2242718.5,613.0615792887367,2439382.5,301.9345955666558,2955266.0,654.780879378743,3893268.5,6349.11178827401,6624467.5,23001.476485217205,True,False
UCHE,UCHE_VBIF_LATENCY_CYCLES,1,strong_width_scaling,1,1.0,16.313446501143943,0.0,,0.9325055012180873,0.0,10846384.0,0.0,472926.0,0.0,607445.0,0.0,873255.0,0.0,1177705.0,0.0,7715053.0,0.0,True,False
SP,SP_BUSY_CYCLES,2,moderate_width_scaling,2,1.0,2.743225227093247,0.0321760821294415,0.011729289236500514,0.9927453345802264,0.00047181104443352905,9736277.5,45519.999038883994,1277048.0,323.85490578343877,1323929.5,38.890872965260115,1583767.5,3735.6451250085306,2048297.0,6914.090106442061,3503235.5,41978.80827870177,True,False
SP,SP_WAVE_CONTEXT_CYCLES,2,moderate_width_scaling,2,1.0,2.743225227093247,0.0321760821294415,0.011729289236500514,0.9927453345802264,0.00047181104443352905,9736277.5,45519.999038883994,1277048.0,323.85490578343877,1323929.5,38.890872965260115,1583767.5,3735.6451250085306,2048297.0,6914.090106442061,3503235.5,41978.80827870177,True,False
SP,SP_FS_STAGE_DURATION_CYCLES,2,moderate_width_scaling,2,1.0,2.75415542612601,0.03236828875834118,0.011752527998708611,0.9927450305587484,0.00047183921637956216,9696447.0,45519.29193210281,1269087.5,325.9762261269984,1315961.5,38.890872965260115,1575799.5,3735.6451250085306,2040329.0,6914.090106442061,3495269.5,41975.97985157702,True,False
SP,SP_EWAVE_CONTEXT_CYCLES,2,moderate_width_scaling,2,1.0,2.694237960186454,0.011197212519855785,0.004155984989195566,0.9942438939473404,6.041575529805736e-05,9631563.5,15787.573103552046,1270451.0,502.04581464244876,1317277.0,152.73506473629428,1575551.5,6.363961030678928,2045389.5,3270.3688629877824,3422894.5,12872.878951501098,True,False
SP,SP_SCH_MEM_CTRL_WORKING_CYCLES,2,moderate_width_scaling,2,1.0,2.8084564024716956,0.05616744441054532,0.01999940051094006,0.9634023836511687,0.042687889366866856,6412661.0,637910.7257931944,787825.0,13987.986345432284,881422.0,117943.99688835375,1238517.0,384436.9863683774,1291932.0,38006.989488776926,2212965.0,83534.76670225398,True,False
SP,SP_TTU_GPR_RD_REQ,2,moderate_width_scaling,2,1.0,2.876317538777599,0.06982413681219139,0.02427553142893459,0.9916958241497678,0.002813646629847622,6117036.0,320049.2570870928,767850.5,10344.265101978004,862193.5,122757.27274789059,997476.0,65739.71744691332,1280573.0,37840.1122884169,2208943.0,83367.88950189395,True,False
SP,SP_WORKING_EU_CS_STAGE,2,moderate_width_scaling,2,1.0,2.8144195265776903,0.00039398814706253994,0.00013998913216098458,0.9998406544105392,7.10099449586731e-06,5822384.5,519.7234841721124,708280.5,154.8563850798539,815982.5,82.73149339882606,983818.5,696.5001794687494,1320904.5,263.75082938258225,1993398.5,714.8849557795995,True,False
SP,SP_WORKING_EU_FS_STAGE,2,moderate_width_scaling,2,1.0,2.8144195265776903,0.00039398814706253994,0.00013998913216098458,0.9998406544105392,7.10099449586731e-06,5822384.5,519.7234841721124,708280.5,154.8563850798539,815982.5,82.73149339882606,983818.5,696.5001794687494,1320904.5,263.75082938258225,1993398.5,714.8849557795995,True,False
SP,SP_WORKING_EU,2,moderate_width_scaling,2,1.0,2.8155725004753824,0.00022591355109722228,8.02371635108238e-05,0.9998446770055365,1.997855677100178e-05,5821312.5,883.1763697019978,708118.0,601.0407640085654,815794.0,140.0071426749364,983571.5,980.7571055057414,1320071.5,129.4005409571382,1993757.5,1532.3003948312485,True,False
SP,SP_GPR_CACHE_SRC2_RDCNT,2,moderate_width_scaling,2,1.0,2.8175235808817103,0.007650266391259653,0.0027152448494736623,0.9998324489835217,4.456158138295455e-05,5820592.0,2647.407788762434,707548.0,2398.506201784769,815968.0,415.77878733768995,984016.0,636.3961030678928,1319536.0,43.840620433565945,1993524.0,1344.9170978168133,True,False
SP,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,2,moderate_width_scaling,2,1.0,2.8175852340946093,0.007650734901171242,0.002715351716282576,0.9998324489835217,4.456158138295455e-05,5820472.0,2647.407788762434,707524.0,2398.506201784769,815944.0,415.77878733768995,983992.0,636.3961030678928,1319512.0,43.840620433565945,1993500.0,1344.9170978168133,True,False
SP,SP_FS_WAVE_REQ_PENDING,2,moderate_width_scaling,2,1.0,2.8616135709724833,0.07265276480336226,0.02538874065329238,0.9092385835108129,0.11882426597317147,5528107.5,396445.78083326854,760547.0,9920.708140047262,851281.0,117491.44854839436,479844.0,645462.6262162667,1259683.5,37959.61333443743,2176752.0,83645.07536011908,True,False
SP,SP_WAVE_SHORT_SYNC_CYCLES,2,moderate_width_scaling,2,1.0,3.075637304283269,0.0064215876704643736,0.002087888471609245,0.999712512142112,5.115966607298419e-05,5440112.5,1897.167493923507,624645.5,156.27059864222701,740585.5,91.21677477306463,910007.5,4335.271675454723,1243691.5,1027.4261530640536,1921182.5,3530.5841584644318,True,False
SP,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,2,moderate_width_scaling,2,1.0,2.735947141698831,0.03708414345308332,0.01355440786405569,0.9923060909997616,0.0005152467206575675,4995328.5,7309.362797125342,658406.5,3984.546711986195,677419.0,623.668181006535,807028.0,470.93311627024065,1051183.5,3315.6236969837214,1801291.5,13514.931908818482,True,False
SP,SP_SEQUENCER_WORKING_CYCLES,2,moderate_width_scaling,2,1.0,2.7121386814288977,0.062496678882700225,0.02304331976481884,0.9932764050060698,0.0009663338112244049,4981081.0,22060.31735945791,657305.5,4261.732570211322,678446.5,1792.515690307898,809648.5,3393.4054429142416,1053110.0,1598.0613254815974,1782570.5,29521.00100775717,True,False
SP,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,2,moderate_width_scaling,2,1.0,2.5943937834791866,0.0027467975887876905,0.0010587435131393678,0.999960861040911,1.1437116799150171e-05,4880305.5,4864.1875477822605,627565.0,1991.2126958213178,695463.0,373.3523804664971,835614.0,391.7371567773473,1093515.5,195.86857838867365,1628148.0,3442.1958108161134,True,False
SP,SP_UCHE_READ_BURST,2,moderate_width_scaling,2,1.0,2.594443393527127,0.0027470075244080544,0.0010588041856151342,0.9999608163144751,1.1472402743519166e-05,4880293.5,4864.1875477822605,627553.0,1991.2126958213178,695463.0,373.3523804664971,835614.0,391.7371567773473,1093515.5,195.86857838867365,1628148.0,3442.1958108161134,True,False
SP,SP_ANY_EU_WORKING,2,moderate_width_scaling,2,1.0,2.587427013228703,0.002983617436591476,0.0011531213909946737,0.9999703502844967,9.632151935214457e-06,4878869.0,1593.818684794478,628191.0,91.92388155425118,695403.5,132.22896808188437,835105.0,786.3027406794408,1094771.0,43.840620433565945,1625398.5,2112.1279554042176,True,False
SP,SP_ANY_EU_WORKING_CS_STAGE,2,moderate_width_scaling,2,1.0,2.5874764404172454,0.002983667199271118,0.0011531185956576225,0.9999703049876358,9.64181345315526e-06,4878857.0,1593.818684794478,628179.0,91.92388155425118,695403.5,132.22896808188437,835105.0,786.3027406794408,1094771.0,43.840620433565945,1625398.5,2112.1279554042176,True,False
SP,SP_ANY_EU_WORKING_FS_STAGE,2,moderate_width_scaling,2,1.0,2.5874764404172454,0.002983667199271118,0.0011531185956576225,0.9999703049876358,9.64181345315526e-06,4878857.0,1593.818684794478,628179.0,91.92388155425118,695403.5,132.22896808188437,835105.0,786.3027406794408,1094771.0,43.840620433565945,1625398.5,2112.1279554042176,True,False
SP,SP_NON_EXECUTION_CYCLES,2,moderate_width_scaling,2,1.0,2.8869694832931487,0.055799613989124204,0.01932809276718572,0.9770993955575633,0.0008711681906197548,4860798.0,42376.90939650979,649998.5,919.9459223236984,629567.5,361.3315651863258,748702.5,4080.713234227566,955978.0,6250.82394568908,1876551.5,38925.521197538255,True,False
SP,SP_WAVE_LONG_SYNC_CYCLES,2,moderate_width_scaling,2,1.0,6.902259607554924,0.17415699165245163,0.02523188079767772,0.9780563356215435,0.0019001952408063977,4645469.0,58549.85569580851,354334.0,576.9991334482228,370474.5,485.78235867515815,587977.5,6699.836751742538,886927.5,1505.4303371461597,2445755.5,65692.34129257382,True,False
SP,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,2,moderate_width_scaling,2,1.0,2.5863610771381165,0.04188459079251512,0.01619440965252293,0.9904534743907412,0.0013341665758091108,3967291.0,20337.80524048748,540281.0,107.48023074035522,558560.5,412.2432534317572,648227.0,1801.708078463323,822858.5,463.1549416771886,1397364.0,22907.431283319394,True,False
SP,SP_STARVE_CYCLES_HLSQ,2,moderate_width_scaling,2,1.0,2.5471471785287374,0.05563773099181934,0.021843155142670774,0.9911774926343986,0.001843756160778107,3945415.5,28133.657503069167,540714.0,84.8528137423857,558840.5,239.7091988222396,647380.5,417.9001076812496,821200.0,1593.818684794478,1377280.5,30300.232680624747,True,False
SP,SP_TTU_ACTIVE_FIBERS,2,moderate_width_scaling,2,1.0,3.0575048982740203,0.30737906616420974,0.10053264880711296,0.9035275339307807,0.13642981787788194,3758531.0,314723.3288111957,479451.0,48228.92511760966,580308.0,94388.85579346749,323489.5,457483.23818529135,916771.0,55.154328932550705,1458511.5,86.97413408594535,True,False
SP,SP_LB_LDST_RW_LM,2,moderate_width_scaling,2,1.0,3.3882001796879564,0.39783297860133426,0.11741720013661458,0.9143663772805919,0.12110197503479807,3369755.0,261070.8946818852,402638.0,47274.33096300782,500866.0,91616.99721121622,282793.5,399930.40305095585,828643.0,24.041630560342615,1354814.5,7.7781745930520225,True,False
SP,SP_LOAD_CONTROL_WORKING_CYCLES,2,moderate_width_scaling,2,1.0,3.291869770659268,0.0010971709183346594,0.0003332971820798753,0.9999966460559069,2.6813462604123493e-06,2966536.0,940.4520189781082,330266.5,560.7356774809322,382443.0,206.47518010647187,482721.0,780.6458864299485,683911.5,116.67261889578035,1087194.0,1483.5100269293766,True,False
SP,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,2,moderate_width_scaling,2,1.0,5.603835822886105,0.3301839129324643,0.058921053965212696,0.9718893632079268,0.0006861240599567167,2728605.0,32819.65414199242,250642.0,7820.600999923216,240826.5,820.9509729575817,318524.0,1118.6429278371181,515347.0,231.93102422918759,1403265.5,38932.59226535012,True,False
SP,SP_NON_EXECUTION_LS_CYCLES,2,moderate_width_scaling,2,1.0,5.650791994015243,0.210309866866163,0.03721776825069871,0.9746709280463011,0.002711668151301863,2688364.5,44565.40488428216,241979.5,388.2016228714146,242470.0,499.21738751770255,321849.0,2040.7101705043763,514731.0,2201.930516614909,1367335.0,48697.029806755156,True,False
SP,SP_LM_LOAD_INSTRUCTIONS,2,moderate_width_scaling,2,1.0,3.1238938053097347,0.0,0.0,1.0,0.0,2009088.0,0.0,231424.0,0.0,264192.0,0.0,329728.0,0.0,460800.0,0.0,722944.0,0.0,True,False
SP,SP_GPR_READ,2,moderate_width_scaling,2,1.0,3.5132096054465007,0.0004347569066614124,0.00012374920812792162,0.9996838153954034,1.0581450855661478e-06,1974970.0,67.88225099390856,207822.5,14.849242404917497,254829.5,9.192388155425117,323363.5,19.091883092036785,458830.5,16.263455967290593,730124.0,38.18376618407357,True,False
SP,SP_TEXTURE_FETCH_LATENCY_CYCLES,2,strong_width_scaling,2,1.0,23.394140506520177,0.7073343927190257,0.03023553665166218,0.9773938752614839,0.0011731274345010059,1905641.5,53002.60299740004,49670.0,360.62445840513925,124272.5,7073.189132209035,222187.0,5010.558651487876,347397.5,7009.549521902246,1162114.5,43569.7985363715,True,False
SP,SP_GPR_CACHE_SRC0_GPR_RDCNT,2,moderate_width_scaling,2,1.0,3.407593816764951,0.0003772198745093912,0.00011069977667335668,0.9999967404455137,3.4863588712562994e-08,1880635.5,12.020815280171307,205167.5,23.33452377915607,238338.5,9.192388155425117,302996.0,5.656854249492381,435006.0,1.4142135623730951,699127.5,2.1213203435596424,True,False
SP,SP_LM_WORKING_CYCLES,2,moderate_width_scaling,2,1.0,3.408868411665158,0.00027861329650702714,8.173190128243484e-05,0.9999968979952722,7.539874759872374e-08,1880586.0,18.384776310850235,205099.0,16.97056274847714,238316.0,8.48528137423857,302990.0,1.4142135623730951,435025.5,6.363961030678928,699155.5,0.7071067811865476,True,False
SP,SP_LB_NONUAV_TOTAL_DUALQUAD,2,moderate_width_scaling,2,1.0,3.4242424242424243,0.0,0.0,1.0,0.0,1865728.0,0.0,202752.0,0.0,235520.0,0.0,301056.0,0.0,432128.0,0.0,694272.0,0.0,True,False
SP,SP_LB_NONUAV_TOTAL_REQ,2,moderate_width_scaling,2,1.0,3.4242424242424243,0.0,0.0,1.0,0.0,1865728.0,0.0,202752.0,0.0,235520.0,0.0,301056.0,0.0,432128.0,0.0,694272.0,0.0,True,False
SP,SP_WAVE_ALU_CYCLES,2,moderate_width_scaling,2,1.0,2.5775642085783934,0.0001674431364666691,6.496177123712437e-05,0.9992419493150895,2.880871582130464e-06,1712030.0,65.05382386916237,217407.0,22.627416997969522,253300.5,0.7071067811865476,296405.5,12.020815280171307,384536.5,31.81980515339464,560380.5,21.920310216782973,True,False
SP,SP_GPR_CACHE_SRC1_RDCNT,2,strong_width_scaling,2,1.0,13.99052083980284,1.8308164928588093,0.13086121051692096,0.9533954185584819,0.0007529736558971361,1689914.5,42704.29983619916,83201.5,7500.28162804571,84929.5,2373.75746444324,104681.5,36.062445840513924,259935.5,400.92954493277244,1157166.5,47393.832009028345,True,False
SP,SP_LM_STORE_INSTRUCTIONS,2,moderate_width_scaling,2,1.0,3.981366459627329,0.0,0.0,1.0,0.0,1676288.0,0.0,164864.0,0.0,197632.0,0.0,263168.0,0.0,394240.0,0.0,656384.0,0.0,True,False
SP,SP_ALU_WORKING_CYCLES,2,moderate_width_scaling,2,1.0,2.7979274611398965,0.0,0.0,0.9988259275638045,0.0,1643520.0,0.0,197632.0,0.0,237568.0,0.0,282624.0,0.0,372736.0,0.0,552960.0,0.0,True,False
SP,SP_GPR_WRITE,2,moderate_width_scaling,2,1.0,3.394762596002006,0.00037838626470277677,0.00011146177501437075,0.9993861583392059,7.196051227171848e-06,1366439.5,86.97413408594535,146255.0,18.384776310850235,181423.0,48.08326112068523,226207.0,48.08326112068523,316053.5,16.263455967290593,496501.0,7.0710678118654755,True,False
SP,SP_FULL_ALU_ADD_INSTRUCTIONS,2,strong_width_scaling,2,1.0,8.44186046511628,0.0,0.0,1.0,0.0,1182208.0,0.0,66048.0,0.0,98816.0,0.0,164352.0,0.0,295424.0,0.0,557568.0,0.0,True,False
SP,SP_ALU_GPR_READ_CYCLES,2,moderate_width_scaling,2,1.0,3.2411453397577414,0.00015173733282599448,4.6815960692875334e-05,0.9990262803683263,2.613919963048099e-06,1111230.0,12.727922061357855,121955.5,6.363961030678928,151576.5,10.606601717798213,186396.5,4.949747468305833,256026.0,5.656854249492381,395275.5,2.1213203435596424,True,False
TP,TP_L1_5_MISS_LATENCY_CYCLES,1,strong_width_scaling,1,1.0,13.249768846699132,0.0,,0.9689428339652889,0.0,1029209.0,0.0,48669.0,0.0,55389.0,0.0,102723.0,0.0,177575.0,0.0,644853.0,0.0,True,False
SP,SP_LM_BANK_CONFLICTS,2,moderate_width_scaling,2,1.0,3.742851145778748,0.001527269626922726,0.00040804979077118975,0.9999838107891035,1.2191889011509e-07,884717.0,31.11269837220809,90692.5,36.062445840513924,108266.5,2.1213203435596424,139904.0,8.48528137423857,206405.5,12.020815280171307,339448.5,3.5355339059327378,True,False
SP,SP_TTU_GPR_RD_CYCLES,2,moderate_width_scaling,2,1.0,3.4380192182991904,0.4304469286852196,0.12520201352980348,0.9598432432630352,0.05676629564099725,871198.0,19032.486122417115,99492.0,12456.393057382222,124133.5,22382.05094489779,101823.5,53842.64585344966,206374.5,27.577164466275352,339374.5,0.7071067811865476,True,False
UCHE,UCHE_BUSY_CYCLES,1,strong_width_scaling,1,1.0,13.867073638455638,0.0,,0.9976900562574189,0.0,834035.0,0.0,31288.0,0.0,42264.0,0.0,94455.0,0.0,232155.0,0.0,433873.0,0.0,True,False
RBBM,RBBM_US_VBIF_BUSY,2,moderate_width_scaling,2,1.0,3.819651598892637,0.12475210460254886,0.03266059779868823,0.9911460478363909,0.002811011237130696,692556.5,10058.593962378638,70469.0,56.568542494923804,96209.5,480.1255044256658,111384.0,2453.66053071732,145330.5,1393.7074657186852,269163.5,8575.083935449262,True,False
RBBM,RBBM_US_UCHE_BUSY,2,moderate_width_scaling,2,1.0,4.022491634450886,0.02431076619177444,0.0060437083283314584,0.9997800374658932,0.00011096068798476846,675208.5,423.556961930742,66778.0,530.3300858899106,76669.5,1987.677161915385,103597.0,595.383909759073,159556.5,71.4177848998413,268607.5,509.8239892355008,True,False
SP,SP_FS_STAGE_EFU_INSTRUCTIONS,2,strong_width_scaling,2,1.0,9.0,0.0,0.0,0.9980660061780342,0.0,655360.0,0.0,32768.0,0.0,65536.0,0.0,98304.0,0.0,163840.0,0.0,294912.0,0.0,True,False
CP,CP_SQE_INSTR_COUNTER,2,moderate_width_scaling,2,1.0,2.294835506934734,0.0859090169665016,0.03743580605533348,0.9880529432414512,5.6360332380165264e-05,579073.0,11960.004096989265,86035.5,283.5498192558056,77583.0,1442.497833620557,93476.5,190.21172413918129,124528.5,2382.2427458174784,197449.5,8041.925422434605,True,False
CP,CP_ICACHE_HITS,2,moderate_width_scaling,2,1.0,2.3649309175765407,0.18618342360628376,0.07872679164644476,0.9968399968530434,0.0038754556208862537,548428.5,11260.67549039577,76749.0,6741.556051832544,75743.0,84.8528137423857,92566.0,1268.5495654486663,122492.0,1511.7942981768385,180878.5,1653.9227611953347,True,False
HLSQ,HLSQ_BUSY_CYCLES,2,moderate_width_scaling,2,1.0,2.420883265400652,0.051281680446047646,0.02118304553506037,0.9917359033489843,0.0035101144267168033,511791.5,4509.219943626614,72030.5,2454.3676374985066,73168.5,26.16295090390226,85506.5,325.9762261269984,106771.5,492.8534264870236,174314.5,2247.8924573920344,True,False
RBBM,RBBM_US_HLSQ_BUSY,2,moderate_width_scaling,2,1.0,2.397542297982765,0.01704083926903308,0.007107628208841543,0.9948279801698563,0.0004502596572253506,505870.0,2995.3043251062154,70794.0,951.7657274770929,72720.5,439.11331111684603,85708.5,847.8210306426705,106923.5,559.3214639185591,169723.5,1075.5094141847387,True,False
RBBM,RBBM_US_PC_BUSY,2,moderate_width_scaling,2,1.0,2.5581015295910516,9.120215154725604e-05,3.5652279822465055e-05,0.994815930684368,5.000263844753904e-05,473442.0,561.4427842621187,64043.0,82.02438661763951,66208.5,30.405591591021544,78914.5,43.1335136523794,100447.5,190.21172413918129,163828.5,215.667568261897,True,False
UCHE,UCHE_STARVED_CYCLES_VBIF_DECMP,1,strong_width_scaling,1,1.0,47.57410505185681,0.0,,0.9480270714370164,0.0,357135.0,0.0,5978.0,0.0,6127.0,0.0,15106.0,0.0,45526.0,0.0,284398.0,0.0,True,False
SP,SP_LB_ALU_READ_CONS,2,moderate_width_scaling,2,1.0,2.1774648530113696,0.0001029462569663815,4.7278033821767486e-05,0.9878457517233994,1.89290458388901e-05,171538.5,0.7071067811865476,23044.0,1.4142135623730951,28678.5,0.7071067811865476,31750.0,2.8284271247461903,37888.5,0.7071067811865476,50177.5,0.7071067811865476,True,False
SP,SP_EFU_WORKING_CYCLES,2,strong_width_scaling,2,1.0,9.0,0.0,0.0,0.9980660061780342,0.0,163840.0,0.0,8192.0,0.0,16384.0,0.0,24576.0,0.0,40960.0,0.0,73728.0,0.0,True,False
SP,SP_TEX_CONTROL_WORKING_CYCLES,2,strong_width_scaling,2,1.0,8.876144216180101,0.04381530928817296,0.004936299841580213,0.9999930441952096,9.344792239045719e-06,145394.5,78.48885271170677,7804.0,42.42640687119285,11894.5,60.10407640085654,19963.5,198.69700551341987,36464.0,16.97056274847714,69268.5,34.64823227814083,True,False
UCHE,UCHE_VBIF_LATENCY_SAMPLES,1,strong_width_scaling,1,1.0,64.0,0.0,,0.9442825087374325,0.0,82304.0,0.0,1024.0,0.0,2048.0,0.0,4096.0,0.0,9600.0,0.0,65536.0,0.0,True,False
SP,SP_WAVE_EFU_CYCLES,2,strong_width_scaling,2,1.0,9.0,0.0,0.0,0.9980660061780342,0.0,20480.0,0.0,1024.0,0.0,2048.0,0.0,3072.0,0.0,5120.0,0.0,9216.0,0.0,True,False
SP,SP_STALL_CYCLES_TP,2,strong_width_scaling,2,1.0,14.449168273006354,0.47710903041294045,0.03301982656706033,0.9949767020473881,0.0008004716296656595,19624.5,51.61879502661797,626.5,24.748737341529164,1741.5,2.1213203435596424,2989.0,2.8284271247461903,5221.0,32.526911934581186,9046.5,58.68986283848344,True,False
TP,TP_L1_5_MISS_LATENCY_TRANS,1,strong_width_scaling,1,1.0,8.010416666666666,0.0,,0.9984102263903706,0.0,8103.0,0.0,480.0,0.0,529.0,0.0,1151.0,0.0,2098.0,0.0,3845.0,0.0,True,False
HLSQ,HLSQ_VS_BATCH_COUNT_ZERO,1,flat_or_saturated,1,1.0,0.00598834642004177,0.0,,-0.47785904454001804,0.0,4308080673.0,0.0,4187075403.0,0.0,31662138.0,0.0,32026818.0,0.0,32242656.0,0.0,25073658.0,0.0,False,False
HLSQ,HLSQ_FS_BATCH_COUNT_ZERO,1,flat_or_saturated,1,1.0,0.0059915659436424774,0.0,,-0.477859731620977,0.0,4305853326.0,0.0,4184847540.0,0.0,31662258.0,0.0,32027124.0,0.0,32242614.0,0.0,25073790.0,0.0,False,False
